desc,acc,br,ca,sub,n1,len
"Information, Computer & Telecommunication (ICT) Equipment",911221,9,91,911,9112,6
"Information, Computer & Telecommunication (ICT) Equipment",9112210001,9,91,911,9112,10
Machinery & Equipment not elsewhere classified,911222,9,91,911,9112,6
Generators,9112220001,9,91,911,9112,10
Survey Equipment,9112220002,9,91,911,9112,10
Funeral Equipment,9112220003,9,91,911,9112,10
Photographic/Media Equipment,9112220004,9,91,911,9112,10
Sports Equipment,9112220005,9,91,911,9112,10
Teaching and Training Equipment,9112220006,9,91,911,9112,10
Navigational and Telecommunications Equipment,9112220007,9,91,911,9112,10
Camping equipment,9112220008,9,91,911,9112,10
Kitchen and Culinary Equipment,9112220009,9,91,911,9112,10
Office Equipment,9112220010,9,91,911,9112,10
Furniture and Fittings,9112220011,9,91,911,9112,10
Laboratory Equipment,9112220012,9,91,911,9112,10
Hospital Equipment,9112220013,9,91,911,9112,10
Scales and Measures,9112220014,9,91,911,9112,10
Fire Fighting Equipment,9112220015,9,91,911,9112,10
Other fixed assets,9113,9,91,911,9113,4
Cultivated biological resources,91131,9,91,911,9113,5
Animal Resources Yielding Repeat Products,9113100001,9,91,911,9113,10
"Tree, Crop & Plant Resources Yielding Repeat Products",9113100002,9,91,911,9113,10
Intellectual property products,91132,9,91,911,9113,5
Research & Development,9113200001,9,91,911,9113,10
Mineral Exploration & Evaluation,9113200002,9,91,911,9113,10
computer software,9113200003,9,91,911,9113,10
Data bases,9113200004,9,91,911,9113,10
"Entertainment, Literary & Artistic Originals",9113200005,9,91,911,9113,10
Other Intellectual & Property Products,9113200006,9,91,911,9113,10
Costs of ownership transfer on Non-Produced Assets other than land,91133,9,91,911,9113,5
Costs of ownership transfer on Non-Produced Assets other than land,9113300001,9,91,911,9113,10
Weapons systems,9114,9,91,911,9114,4
Weapons systems,9114000001,9,91,911,9114,10
Inventories : Revaluation (OEF),912,9,91,912,912,3
Materials and supplies,91221,9,91,912,9122,5
Materials and supplies,9122100001,9,91,912,9122,10
Work in progress,91222,9,91,912,9122,5
Work in progress,9122200001,9,91,912,9122,10
Finished goods,91223,9,91,912,9122,5
Finished goods,9122300001,9,91,912,9122,10
goods for resale,91224,9,91,912,9122,5
goods for resale,9122400001,9,91,912,9122,10
military inventories,91225,9,91,912,9122,5
military inventories,9122500001,9,91,912,9122,10
Asset Under Construction (Dwellings),9123,9,91,912,9123,4
Subcontracting - Dwellings,9123000001,9,91,912,9123,10
Casual Labourers-Dwellings,9123000002,9,91,912,9123,10
Building Materials-Dwellings,9123000003,9,91,912,9123,10
Electrical Supplies-Dwellings,9123000004,9,91,912,9123,10
Plumbing Materials-Dwellings,9123000005,9,91,912,9123,10
Roofing Materials-Dwellings,9123000006,9,91,912,9123,10
Metal Fence & Posts,9123000007,9,91,912,9123,10
Road Surfacing Materials-Dwellings,9123000008,9,91,912,9123,10
Wood & Timber Supplies-Dwellings,9123000009,9,91,912,9123,10
Borehole Casings & Accessories-Dwellings,9123000010,9,91,912,9123,10
Protective clothing- Dwellings,9123000011,9,91,912,9123,10
Fuel-diesel and petrol-Dwellings,9123000012,9,91,912,9123,10
T and S allowances-Dwellings,9123000013,9,91,912,9123,10
Food and Refreshments Dwellings,9123000014,9,91,912,9123,10
Hire of Vehicles-Dwellings,9123000015,9,91,912,9123,10
Hire of Plant and Eqiupment-Dwellings,9123000016,9,91,912,9123,10
Vehicle and Mobile Equipment Maintanance-Dwellings,9123000017,9,91,912,9123,10
Tools and Small Implements-Dwellings,9123000018,9,91,912,9123,10
Consultancy Services-Dwellings,9123000019,9,91,912,9123,10
Public Relations and Communication-Dwellings,9123000020,9,91,912,9123,10
Office Supplies and Stationery -Dwellings,9123000021,9,91,912,9123,10
Asset Under Construction (Buildings other than dwellings),9124,9,91,912,9124,4
Subcontracting - Construction works,9124000001,9,91,912,9124,10
Casual Labourers-Buildings,9124000002,9,91,912,9124,10
Building Materials-Buildings,9124000003,9,91,912,9124,10
Electrical Supplies-Buildings,9124000004,9,91,912,9124,10
Plumbing Materials-Buildings,9124000005,9,91,912,9124,10
Roofing Materials-Buildings,9124000006,9,91,912,9124,10
Metal Fence & Posts-Buildings,9124000007,9,91,912,9124,10
Road Surfacing Materials-Buildings,9124000008,9,91,912,9124,10
Wood & Timber Supplies-Buildings,9124000009,9,91,912,9124,10
Borehole Casings & Accessories-Buildings,9124000010,9,91,912,9124,10
Protective clothing-buildings,9124000011,9,91,912,9124,10
Fuel-diesel and petrol-buildings,9124000012,9,91,912,9124,10
T and S allowances-biuldings,9124000013,9,91,912,9124,10
Food and Refreshmentsbuildings,9124000014,9,91,912,9124,10
Hire of Vehicles-buildings,9124000015,9,91,912,9124,10
Hire of Plant and Eqiupment-buildings,9124000016,9,91,912,9124,10
Vehicle and Mobile Equipment Maintanance-buildings,9124000017,9,91,912,9124,10
Tools and Small Implements-buildings,9124000018,9,91,912,9124,10
Consultancy Services-buildings,9124000019,9,91,912,9124,10
Public Relations and Communication-buildings,9124000020,9,91,912,9124,10
Office Supplies and Stationery -buildings,9124000021,9,91,912,9124,10
Asset Under Construction (Other Structures),9125,9,91,912,9125,4
Subcontracting - Construction works,9125000001,9,91,912,9125,10
Casual Labourers,9125000002,9,91,912,9125,10
Building Materials,9125000003,9,91,912,9125,10
Electrical Supplies,9125000004,9,91,912,9125,10
Plumbing Materials,9125000005,9,91,912,9125,10
Roofing Materials,9125000006,9,91,912,9125,10
Metal Fence & Posts,9125000007,9,91,912,9125,10
Road Surfacing Materials,9125000008,9,91,912,9125,10
Wood & Timber Supplies,9125000009,9,91,912,9125,10
Borehole Casings & Accessories,9125000010,9,91,912,9125,10
Protective clothing-other structures,9125000011,9,91,912,9125,10
Fuel-diesel and petrol-other structures,9125000012,9,91,912,9125,10
T and S allowances-other structures,9125000013,9,91,912,9125,10
Food and Refreshments-other structures,9125000014,9,91,912,9125,10
Hire of Vehicles-other structures,9125000015,9,91,912,9125,10
Hire of Plant and Eqiupment-structures,9125000016,9,91,912,9125,10
Vehicle and Mobile Equipment Maintanance-other structures,9125000017,9,91,912,9125,10
Tools and Small Implements-other strucures,9125000018,9,91,912,9125,10
Consultancy Services-other structures,9125000019,9,91,912,9125,10
Public Relations and Communication-other structures,9125000020,9,91,912,9125,10
Office Supplies and Stationery -other structures,9125000021,9,91,912,9125,10
Valuables : Revaluation (OEF),913,9,91,913,913,3
Non-monetary gold,9131,9,91,913,9131,4
Precious stones and metals,9131000001,9,91,913,9131,10
"Paintings, sculptures, and other art work or antiques",9131000002,9,91,913,9131,10
Jewellery,9131000003,9,91,913,9131,10
Other Valuables not elsewhere classified,9131000004,9,91,913,9131,10
Non-produced assets : Revaluation (OEF),914,9,91,914,914,3
Land,9141,9,91,914,9141,4
Agricultural Land,9141000001,9,91,914,9141,10
Commercial Land,9141000002,9,91,914,9141,10
Derelict  Land,9141000003,9,91,914,9141,10
Industrial Land,9141000004,9,91,914,9141,10
Land for Institutional Buildings,9141000005,9,91,914,9141,10
Public Open Space,9141000006,9,91,914,9141,10
Residential Land,9141000007,9,91,914,9141,10
Mineral and energy resources,9142,9,91,914,9142,4
Mineral and energy resources,9142000001,9,91,914,9142,10
Other naturally occurring assets,9143,9,91,914,9143,4
Non-cultivated Biological Resources,91431,9,91,914,9143,5
Non-cultivated Biological Resources,9143100001,9,91,914,9143,10
Water Resources,91432,9,91,914,9143,5
Water Resources,9143200001,9,91,914,9143,10
Other Natural Resources,91433,9,91,914,9143,5
Radio Spectra,9143300001,9,91,914,9143,10
Natural Resources not elsewhere classified,9143300002,9,91,914,9143,10
Intangible non-produced assets,9144,9,91,914,9144,4
"Contracts, leases, and licenses",91441,9,91,914,9144,5
Marketable operating leases,9144100001,9,91,914,9144,10
Permits to use natural resources,9144100002,9,91,914,9144,10
Permits to undertake specific activities,9144100003,9,91,914,9144,10
Entitlement to future goods and services on an exclusive basis,9144100004,9,91,914,9144,10
Goodwill and marketing assets,91442,9,91,914,9144,5
Goodwill and marketing assets,9144200001,9,91,914,9144,10
Financial Assets ,62,6,62,62,62,2
Domestic debtors (Financial assets): Stock positions,621,6,62,621,621,3
Currency and deposits,6212,6,62,621,6212,4
Main Currency and deposits,62121,6,62,621,6212,5
Cashbook-Receipts,6212100001,6,62,621,6212,10
Cashbook-Deposits CBZ,6212100002,6,62,621,6212,10
Cashbook-Deposits RBZ,6212100003,6,62,621,6212,10
Bank Account CBZ,6212100004,6,62,621,6212,10
Bank Account RBZ,6212100005,6,62,621,6212,10
Bank Account (Reserved for future use),6212100006,6,62,621,6212,10
Residents- Banks NOSTRO,62122,6,62,621,6212,5
Cashbook,6212200001,6,62,621,6212,10
Bank Account?.,6212200002,6,62,621,6212,10
Residents- Projects Bank Accounts,62123,6,62,621,6212,5
Cashbook,6212300001,6,62,621,6212,10
Bank Account ???,6212300002,6,62,621,6212,10
Residents- NOSTRO Projects Bank Accounts,62124,6,62,621,6212,5
Cashbook,6212400001,6,62,621,6212,10
Bank Account ???,6212400002,6,62,621,6212,10
Debt securities,6213,6,62,621,6213,4
Short term :Foreign-Debt securities,6213000003,6,62,621,6213,10
Local-Debt securities,6213000004,6,62,621,6213,10
Loans,6214,6,62,621,6214,4
 Local Authorities,62141,6,62,621,6214,5
Long Term - Local Authorities,6214100001,6,62,621,6214,10
Short Term- Local Authorities,6214100002,6,62,621,6214,10
On Lending -Local Authorities,6214100003,6,62,621,6214,10
Parastatals,62142,6,62,621,6214,5
Long  Term- Parastatals,6214200001,6,62,621,6214,10
Short Term - Parastatals,6214200002,6,62,621,6214,10
On Lending -Local Public Entities,6214200003,6,62,621,6214,10
Other,62143,6,62,621,6214,5
Foreign - Long term,6214300001,6,62,621,6214,10
Foreign - Short Term,6214300002,6,62,621,6214,10
Security Deposit on Rentals,6214300003,6,62,621,6214,10
Domestic - Long term,6214300004,6,62,621,6214,10
Domestic - Short Term,6214300005,6,62,621,6214,10
Security Deposit on Rentals,6214300006,6,62,621,6214,10
Welfare and benovelent  - loan fund,6214300007,6,62,621,6214,10
On Lending -Other Instititions not classfied,6214300008,6,62,621,6214,10
Vehicle loan scheme,6214300009,6,62,621,6214,10
Equity and investment fund shares,6215,6,62,621,6215,4
Equity,62151,6,62,621,6215,5
Equity: Listed,6215100001,6,62,621,6215,10
Equity: Unlisted,6215100002,6,62,621,6215,10
Investment fund shares or units,62152,6,62,621,6215,5
Investment fund shares,6215200001,6,62,621,6215,10
Investment fund units and trusts,6215200002,6,62,621,6215,10
"Insurance, pension, and standardized guarantee schemes [GFS]",6216,6,62,621,6216,4
Nonlife insurance technical reserves,62161,6,62,621,6216,5
Nonlife insurance reserves,6216100001,6,62,621,6216,10
Life insurance and annuities entitlements,62162,6,62,621,6216,5
Life insurance,6216200001,6,62,621,6216,10
Annuities entitlements,6216200002,6,62,621,6216,10
Pension entitlements [GFS],62163,6,62,621,6216,5
Pension receivable,6216300001,6,62,621,6216,10
Claims of pension funds on pension manager,62164,6,62,621,6216,5
Claims of pension funds,6216400001,6,62,621,6216,10
Provisions for calls under standardized guarantee schemes,62165,6,62,621,6216,5
Provisions for calls on guarantee,6216500001,6,62,621,6216,10
Financial derivatives and employee stock options,6217,6,62,621,6217,4
Financial derivatives,62171,6,62,621,6217,5
Derivatives,6217100001,6,62,621,6217,10
Employee stock options,62172,6,62,621,6217,5
Employee shares,6217200001,6,62,621,6217,10
Other accounts receivable,6218,6,62,621,6218,4
Trade credit and advances,62181,6,62,621,6218,5
                Trade Credit,6218100001,6,62,621,6218,10
                 Debtor employee control account a/c,6218100002,6,62,621,6218,10
                 Advances to employees,6218100003,6,62,621,6218,10
Miscellaneous other accounts receivable,62182,6,62,621,6218,5
Other accounts receivable,6218200001,6,62,621,6218,10
External debtors (Financial assets): Stock positions,622,6,62,622,622,3
Special Drawing Rights (SDRs),6221,6,62,622,6221,4
Special Drawing Rights (SDRs),6221000001,6,62,622,6221,10
Currency and deposits,6222,6,62,622,6222,4
Main Currency and deposits,62221,6,62,622,6222,5
Cashbook-Receipts,6222100001,6,62,622,6222,10
Cashbook-Deposits CBZ,6222100002,6,62,622,6222,10
Cashbook-Deposits RBZ,6222100003,6,62,622,6222,10
Bank Account CBZ,6222100004,6,62,622,6222,10
Bank Account RBZ,6222100005,6,62,622,6222,10
     Bank Account (Reserved for future use),6222100006,6,62,622,6222,10
Residents- Banks NOSTRO,62222,6,62,622,6222,5
Cashbook,6222200001,6,62,622,6222,10
Bank Account?.,6222200002,6,62,622,6222,10
Residents- Projects Bank Accounts,62223,6,62,622,6222,5
Cashbook,6222300001,6,62,622,6222,10
Bank Account ???,6222300002,6,62,622,6222,10
Residents- NOSTRO Projects Bank Accounts,62224,6,62,622,6222,5
Cashbook,6222400001,6,62,622,6222,10
Bank Account ???,6222400002,6,62,622,6222,10
Reserved for future use,0,0,0,0,0,0
Debt securities,6223,6,62,622,6223,4
Short term :Foreign-Debt securities,6223000003,6,62,622,6223,10
Local-Debt securities,6223000004,6,62,622,6223,10
Loans,6224,6,62,622,6224,4
 Local Authorities,62241,6,62,622,6224,5
Long Term - Local Authorities,6224100001,6,62,622,6224,10
Short Term- Local Authorities,6224100002,6,62,622,6224,10
On Lending -Local Authorities,6224100003,6,62,622,6224,10
Parastatals,62242,6,62,622,6224,5
Long  Term- Parastatals,6224200001,6,62,622,6224,10
Short Term - Parastatals,6224200002,6,62,622,6224,10
On Lending -Local Public Entities,6224200003,6,62,622,6224,10
Other,62243,6,62,622,6224,5
Foreign - Long term,6224300001,6,62,622,6224,10
Foreign - Short Term,6224300002,6,62,622,6224,10
Security Deposit on Rentals,6224300003,6,62,622,6224,10
Domestic - Long term,6224300004,6,62,622,6224,10
Domestic - Short Term,6224300005,6,62,622,6224,10
Security Deposit on Rentals,6224300006,6,62,622,6224,10
Welfare and benovelent  - loan fund,6224300007,6,62,622,6224,10
On Lending -Other Instititions not classfied,6224300008,6,62,622,6224,10
Vehicle loan scheme,6224300009,6,62,622,6224,10
Equity and investment fund shares,6225,6,62,622,6225,4
Equity,62251,6,62,622,6225,5
Equity: Listed,6225100001,6,62,622,6225,10
Equity: Unlisted,6225100002,6,62,622,6225,10
Investment fund shares or units,62252,6,62,622,6225,5
Investment fund shares,6225200001,6,62,622,6225,10
Investment fund units and trusts,6225200002,6,62,622,6225,10
Investments Control Account,6225200003,6,62,622,6225,10
"Insurance, pension, and standardized guarantee schemes [GFS]",6226,6,62,622,6226,4
Nonlife insurance technical reserves,62261,6,62,622,6226,5
Nonlife insurance reserves,6226100001,6,62,622,6226,10
Life insurance and annuities entitlements,62262,6,62,622,6226,5
Life insurance,6226200001,6,62,622,6226,10
Annuities entitlements,6226200002,6,62,622,6226,10
Pension entitlements [GFS],62263,6,62,622,6226,5
Pension receivable,6226300001,6,62,622,6226,10
Claims of pension funds on pension manager,62264,6,62,622,6226,5
Claims of pension funds,0,0,0,0,0,0
Provisions for calls under standardized guarantee schemes,62265,6,62,622,6226,5
Provisions for calls on guarantee,6226500001,6,62,622,6226,10
Financial derivatives and employee stock options,6227,6,62,622,6227,4
Financial derivatives,62271,6,62,622,6227,5
Derivatives,6227100001,6,62,622,6227,10
Employee stock options,62272,6,62,622,6227,5
Employee shares,6227200001,6,62,622,6227,10
Other accounts receivable,6228,6,62,622,6228,4
Trade credit and advances,62281,6,62,622,6228,5
                Trade Credit,6228100001,6,62,622,6228,10
                 Debtor employee control account a/c,6228100002,6,62,622,6228,10
                 Advances to employees,6228100003,6,62,622,6228,10
Miscellaneous other accounts receivable,62282,6,62,622,6228,5
Other accounts receivable,6228200001,6,62,622,6228,10
Control Accounts ,0,0,0,0,0,0
Inventory control account ,0,0,0,0,0,0
Salaries and Wages  control account ,0,0,0,0,0,0
V.A.T control Account ,0,0,0,0,0,0
PAYEE control account ,0,0,0,0,0,0
With holding Tax control account ,0,0,0,0,0,0
Trade creditors control account ,0,0,0,0,0,0
Investments Control Account,0,0,0,0,0,0
Domestic debtors (Financial assets): Revaluations (OEF) ,921,9,92,921,921,3
Special Drawing Rights (SDRs),9211,9,92,921,9211,4
Special Drawing Rights (SDRs),9211000001,9,92,921,9211,10
Currency and deposits,9212,9,92,921,9212,4
Main Currency and deposits,92121,9,92,921,9212,5
Residents- Banks NOSTRO,92122,9,92,921,9212,5
Cashbook,9212200001,9,92,921,9212,10
Bank Account?.,9212200002,9,92,921,9212,10
Residents- Projects Bank Accounts,92123,9,92,921,9212,5
Cashbook,9212300001,9,92,921,9212,10
Bank Account ???,9212300002,9,92,921,9212,10
Residents- NESTRO Projects Bank Accounts,92124,9,92,921,9212,5
Cashbook,9212400001,9,92,921,9212,10
Bank Account ???,9212400002,9,92,921,9212,10
Reserved for future use,0,0,0,0,0,0
Debt securities,9213,9,92,921,9213,4
Short term :Foreign-Debt securities,9213000001,9,92,921,9213,10
Local-Debt securities,9213000002,9,92,921,9213,10
Loans,9214,9,92,921,9214,4
 Local Authorities,92141,9,92,921,9214,5
Long Term - Local Authorities,9214100001,9,92,921,9214,10
Short Term- Local Authorities,9214100002,9,92,921,9214,10
On Lending -Local Authorities,9214100003,9,92,921,9214,10
Parastatals,92142,9,92,921,9214,5
Long  Term- Parastatals,9214200001,9,92,921,9214,10
Short Term - Parastatals,9214200002,9,92,921,9214,10
On Lending -Local Public Entities,9214200003,9,92,921,9214,10
Other,92143,9,92,921,9214,5
Foreign - Long term,9214300001,9,92,921,9214,10
Foreign - Short Term,9214300002,9,92,921,9214,10
Security Deposit on Rentals,9214300003,9,92,921,9214,10
Domestic - Long term,9214300004,9,92,921,9214,10
Domestic - Short Term,9214300005,9,92,921,9214,10
Security Deposit on Rentals,9214300006,9,92,921,9214,10
Welfare and benovelent  - loan fund,9214300007,9,92,921,9214,10
On Lending -Other Instititions not classfied,9214300008,9,92,921,9214,10
Vehicle loan scheme,9214300009,9,92,921,9214,10
Equity and investment fund shares,9215,9,92,921,9215,4
Equity,92151,9,92,921,9215,5
Equity: Listed,9215100001,9,92,921,9215,10
Equity: Unlisted,9215100002,9,92,921,9215,10
Investment fund shares or units,92152,9,92,921,9215,5
Investment fund shares,9215200001,9,92,921,9215,10
Investment fund units and trusts,9215200002,9,92,921,9215,10
"Insurance, pension, and standardized guarantee schemes [GFS]",9216,9,92,921,9216,4
Nonlife insurance technical reserves,92161,9,92,921,9216,5
Nonlife insurance reserves,9216100001,9,92,921,9216,10
Life insurance and annuities entitlements,92162,9,92,921,9216,5
Life insurance,9216200001,9,92,921,9216,10
Annuities entitlements,9216200002,9,92,921,9216,10
Pension entitlements [GFS],92163,9,92,921,9216,5
Pension receivable,9216300001,9,92,921,9216,10
Claims of pension funds on pension manager,92164,9,92,921,9216,5
Claims of pension funds,9216400001,9,92,921,9216,10
Provisions for calls under standardized guarantee schemes,92165,9,92,921,9216,5
Provisions for calls on guarantee,9216500001,9,92,921,9216,10
Financial derivatives and employee stock options,9217,9,92,921,9217,4
Financial derivatives,92171,9,92,921,9217,5
Derivatives,9217100001,9,92,921,9217,10
Employee stock options,92172,9,92,921,9217,5
Employee shares,9217200001,9,92,921,9217,10
Other accounts receivable,9218,9,92,921,9218,4
Trade credit and advances,92181,9,92,921,9218,5
                Trade Credit,9218100001,9,92,921,9218,10
                 Debtor employee control account a/c,9218100002,9,92,921,9218,10
                 Advances to employees,9218100003,9,92,921,9218,10
Miscellaneous other accounts receivable,92182,9,92,921,9218,5
Other accounts receivable,9218200001,9,92,921,9218,10
External debtors (Financial assets): Revaluations (OEF) ,922,9,92,922,922,3
Special Drawing Rights (SDRs),9221,9,92,922,9221,4
Special Drawing Rights (SDRs),9221000001,9,92,922,9221,10
Currency and deposits,9222,9,92,922,9222,4
Main Currency and deposits,92221,9,92,922,9222,5
Residents- Banks NOSTRO,92222,9,92,922,9222,5
Residents- Projects Bank Accounts,92223,9,92,922,9222,5
Residents- NESTRO Projects Bank Accounts,92224,9,92,922,9222,5
Debt securities,9223,9,92,922,9223,4
Short term :Foreign-Debt securities,9223000003,9,92,922,9223,10
Local-Debt securities,9223000004,9,92,922,9223,10
Loans,9224,9,92,922,9224,4
 Local Authorities,92241,9,92,922,9224,5
Long Term - Local Authorities,9224100001,9,92,922,9224,10
Short Term- Local Authorities,9224100002,9,92,922,9224,10
On Lending -Local Authorities,9224100003,9,92,922,9224,10
Parastatals,92242,9,92,922,9224,5
Long  Term- Parastatals,9224200001,9,92,922,9224,10
Short Term - Parastatals,9224200002,9,92,922,9224,10
On Lending -Local Public Entities,9224200003,9,92,922,9224,10
Other,92243,9,92,922,9224,5
Foreign - Long term,9224300001,9,92,922,9224,10
Foreign - Short Term,9224300002,9,92,922,9224,10
Security Deposit on Rentals,9224300003,9,92,922,9224,10
Domestic - Long term,9224300004,9,92,922,9224,10
Domestic - Short Term,9224300005,9,92,922,9224,10
Security Deposit on Rentals,9224300006,9,92,922,9224,10
Welfare and benovelent  - loan fund,9224300007,9,92,922,9224,10
On Lending -Other Instititions not classfied,9224300008,9,92,922,9224,10
Vehicle loan scheme,9224300009,9,92,922,9224,10
Equity and investment fund shares,9225,9,92,922,9225,4
Equity: Revaluations,92251,9,92,922,9225,5
Equity: Listed,9225100001,9,92,922,9225,10
Equity: Unlisted,9225100002,9,92,922,9225,10
Investment fund shares or units,92252,9,92,922,9225,5
Investment fund shares,9225200001,9,92,922,9225,10
Investment fund units and trusts,9225200002,9,92,922,9225,10
"Insurance, pension, and standardized guarantee schemes [GFS]",9226,9,92,922,9226,4
Nonlife insurance technical reserves,92261,9,92,922,9226,5
Nonlife insurance reserves,9226100001,9,92,922,9226,10
Life insurance and annuities entitlements,92262,9,92,922,9226,5
Life insurance,9226200001,9,92,922,9226,10
Annuities entitlements,9226200002,9,92,922,9226,10
Pension entitlements [GFS],92263,9,92,922,9226,5
Pension receivable,9226300001,9,92,922,9226,10
Claims of pension funds on pension manager,92264,9,92,922,9226,5
Claims of pension funds,9226400001,9,92,922,9226,10
Provisions for calls under standardized guarantee schemes,92265,9,92,922,9226,5
Provisions for calls on guarantee,9226500001,9,92,922,9226,10
Financial derivatives and employee stock options,9227,9,92,922,9227,4
Financial derivatives,92271,9,92,922,9227,5
Derivatives,9227100001,9,92,922,9227,10
Employee stock options,92272,9,92,922,9227,5
Employee shares,9227200001,9,92,922,9227,10
Other accounts receivable,9228,9,92,922,9228,4
Trade credit and advances,92281,9,92,922,9228,5
                Trade Credit,9228100001,9,92,922,9228,10
                 Debtor employee control account a/c,9228100002,9,92,922,9228,10
                 Advances to employees,9228100003,9,92,922,9228,10
Miscellaneous other accounts receivable,92282,9,92,922,9228,5
Other accounts receivable,9228200001,9,92,922,9228,10
Domestic debtors (Financial assets): Acquisitions,3211,3,32,321,3211,4
Special Drawing Rights (SDRs),32111,3,32,321,3211,5
Special Drawing Rights (SDRs),3211100001,3,32,321,3211,10
Currency and deposits,32112,3,32,321,3211,5
Main Currency and deposits,321121,3,32,321,3211,6
Cashbook-Receipts,3211210001,3,32,321,3211,10
Cashbook-Deposits CBZ,3211210002,3,32,321,3211,10
Cashbook-Deposits RBZ,3211210003,3,32,321,3211,10
Bank Account CBZ,3211210004,3,32,321,3211,10
Bank Account RBZ,3211210005,3,32,321,3211,10
Bank Account (Reserved for future use),3211210006,3,32,321,3211,10
Residents- Banks NOSTRO,321122,3,32,321,3211,6
Cashbook,3211220001,3,32,321,3211,10
Bank Account?.,3211220002,3,32,321,3211,10
Residents- Projects Bank Accounts,321123,3,32,321,3211,6
Cashbook,3211230001,3,32,321,3211,10
Bank Account ???,3211230002,3,32,321,3211,10
Residents- NESTRO Projects Bank Accounts,321124,3,32,321,3211,6
Cashbook,3211240001,3,32,321,3211,10
Bank Account ???,3211240002,3,32,321,3211,10
Debt securities,32113,3,32,321,3211,5
Short term :Foreign-Debt securities,3211300003,3,32,321,3211,10
Local-Debt securities,3211300004,3,32,321,3211,10
Loans,32114,3,32,321,3211,5
 Local Authorities,321141,3,32,321,3211,6
Long Term - Local Authorities,3211410001,3,32,321,3211,10
Short Term- Local Authorities,3211410002,3,32,321,3211,10
On Lending -Local Authorities,3211410003,3,32,321,3211,10
Parastatals,321142,3,32,321,3211,6
Long  Term- Parastatals,3211420001,3,32,321,3211,10
Short Term - Parastatals,3211420002,3,32,321,3211,10
On Lending -Local Public Entities,3211420003,3,32,321,3211,10
Other,321143,3,32,321,3211,6
Foreign - Long term,3211430001,3,32,321,3211,10
Foreign - Short Term,3211430002,3,32,321,3211,10
Security Deposit on Rentals,3211430003,3,32,321,3211,10
Domestic - Long term,3211430004,3,32,321,3211,10
Domestic - Short Term,3211430005,3,32,321,3211,10
Security Deposit on Rentals,3211430006,3,32,321,3211,10
Welfare and benovelent  - loan fund,3211430007,3,32,321,3211,10
On Lending -Other Instititions not classfied,3211430008,3,32,321,3211,10
Vehicle loan scheme,3211430009,3,32,321,3211,10
Equity and investment fund shares,32115,3,32,321,3211,5
Equity,321151,3,32,321,3211,6
Equity: Listed,3211510001,3,32,321,3211,10
Equity: Unlisted,3211510002,3,32,321,3211,10
Investment fund shares or units,321152,3,32,321,3211,6
Investment fund shares,3211520001,3,32,321,3211,10
Investment fund units and trusts,3211520002,3,32,321,3211,10
"Insurance, pension, and standardized guarantee schemes [GFS]",32116,3,32,321,3211,5
Nonlife insurance technical reserves,321161,3,32,321,3211,6
Nonlife insurance reserves,3211610001,3,32,321,3211,10
Life insurance and annuities entitlements,321162,3,32,321,3211,6
Life insurance,3211620001,3,32,321,3211,10
Annuities entitlements,3211620002,3,32,321,3211,10
Pension entitlements [GFS],321163,3,32,321,3211,6
Pension receivable,3211630001,3,32,321,3211,10
Claims of pension funds on pension manager,321164,3,32,321,3211,6
Claims of pension funds,3212640001,3,32,321,3212,10
Provisions for calls under standardized guarantee schemes,321165,3,32,321,3211,6
Provisions for calls on guarantee,3211650001,3,32,321,3211,10
Financial derivatives and employee stock options,32117,3,32,321,3211,5
Financial derivatives,321171,3,32,321,3211,6
Derivatives,3211710001,3,32,321,3211,10
Employee stock options,321172,3,32,321,3211,6
Employee shares,3211720001,3,32,321,3211,10
Other accounts receivable,32118,3,32,321,3211,5
Trade credit and advances,321181,3,32,321,3211,6
                Trade Credit,3211810001,3,32,321,3211,10
                 Debtor employee control account a/c,3211810002,3,32,321,3211,10
                 Advances to employees,3211810003,3,32,321,3211,10
Miscellaneous other accounts receivable,321182,3,32,321,3211,6
Other accounts receivable,3211820001,3,32,321,3211,10
External debtors (Financial assets): Acquisitions,3221,3,32,322,3221,4
Special Drawing Rights (SDRs),32211,3,32,322,3221,5
Special Drawing Rights (SDRs),3221100001,3,32,322,3221,10
Currency and deposits,32212,3,32,322,3221,5
Main Currency and deposits,322121,3,32,322,3221,6
Cashbook-Receipts,3221210001,3,32,322,3221,10
Cashbook-Deposits CBZ,3221210002,3,32,322,3221,10
Cashbook-Deposits RBZ,3221210003,3,32,322,3221,10
Bank Account CBZ,3221210004,3,32,322,3221,10
Bank Account RBZ,3221210005,3,32,322,3221,10
     Bank Account (Reserved for future use),3221210006,3,32,322,3221,10
Residents- Banks NOSTRO,322122,3,32,322,3221,6
Cashbook,3221220001,3,32,322,3221,10
Bank Account?.,3221220002,3,32,322,3221,10
Residents- Projects Bank Accounts,322123,3,32,322,3221,6
Cashbook,3221230001,3,32,322,3221,10
Bank Account ???,3221230002,3,32,322,3221,10
Residents- NESTRO Projects Bank Accounts,322124,3,32,322,3221,6
Cashbook,3221240001,3,32,322,3221,10
Bank Account ???,3221240002,3,32,322,3221,10
Debt securities,32213,3,32,322,3221,5
Short term :Foreign-Debt securities,3221300003,3,32,322,3221,10
Local-Debt securities,3221300004,3,32,322,3221,10
Loans,32214,3,32,322,3221,5
 Local Authorities,322141,3,32,322,3221,6
Long Term - Local Authorities,3221410001,3,32,322,3221,10
